,,,,,,,,,,,,End To End Performance,,,,Shipping Instruction Updating Date & Status,,,,,,,Key,
LC,Jenis Armada,Price,Inap Loading,Inap Bongkar,Buruh Bongkar,Multidrop,Other,Total Price,Supplying Site,Name Vendor,Last Status,Performance,Standard (Days),Actual (Days),Deadline,1=NEW,2=RECEIVE,3=CONFIRM,4=VALIDATE,5=BILLED,6=SENT,7=PAID,Code Supply,Name Supply
260101H003,WINGBOX,6100000,0,0,0,0,0,6100000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,31.01.2026,02.01.2026,04.01.2026,13.01.2026,13.01.2026,20.01.2026,20.01.2026,,H026,WH INFORMA SIDOARJO
260101H004,CDD LONG CHASSIS,3100000,0,0,0,250000,0,3350000,H001 - WH INFORMA CIKUPA,PT. AGUNG MAKMUR JAYA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,05.01.2026,05.01.2026,12.01.2026,20.01.2026,,H001,WH INFORMA CIKUPA
260101H005,CDD LONG CHASSIS,4900000,0,0,0,0,400000,5300000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H001,WH INFORMA CIKUPA
260101H005,CDD LONG CHASSIS,4900000,0,0,0,0,400000,5300000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H001,WH INFORMA CIKUPA
260101H006,CDD LONG CHASSIS,7400000,0,0,0,0,0,7400000,H001 - WH INFORMA CIKUPA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,13.01.2026,13.01.2026,20.01.2026,20.01.2026,,H001,WH INFORMA CIKUPA
260101H006,WINGBOX,6100000,0,0,0,0,0,6100000,H026 - WH INFORMA SIDOARJO,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,13.01.2026,13.01.2026,20.01.2026,21.01.2026,,H026,WH INFORMA SIDOARJO
260101H007_H007,WINGBOX,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT. CITRA SENTRAL EKSPRES,1,LATE,2,175,04.01.2026,01.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
260101H012,CDD LONG CHASSIS,1600000,0,0,0,0,0,1600000,H001 - WH INFORMA CIKUPA,PT. SATRIA PIRANTI PERKASA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,18.02.2026,18.02.2026,24.02.2026,24.02.2026,,H001,WH INFORMA CIKUPA
260101H013,WINGBOX,4830000,0,0,0,0,0,4830000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,04.01.2026,12.01.2026,12.01.2026,12.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H025,WINGBOX,4830000,0,0,0,0,0,4830000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,04.01.2026,12.01.2026,12.01.2026,12.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H029,WINGBOX,4500000,0,0,0,0,1000000,5500000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,05.01.2026,05.01.2026,06.01.2026,06.01.2026,,H014,WH INFORMA JABABEKA
260101H030,WINGBOX,4500000,0,0,0,0,1000000,5500000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,04.01.2026,05.01.2026,05.01.2026,06.01.2026,06.01.2026,,H014,WH INFORMA JABABEKA
260101H032,WINGBOX,1998000,0,0,0,0,0,1998000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,12.01.2026,12.01.2026,12.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H033,WINGBOX,1998000,0,0,0,0,0,1998000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,05.01.2026,05.01.2026,06.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H034,WINGBOX,1998000,0,0,0,0,0,1998000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,12.01.2026,12.01.2026,12.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H035,CONT-20,11300000,0,0,0,0,0,11300000,H001 - WH INFORMA CIKUPA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,23.01.2026,03.03.2026,04.03.2026,09.03.2026,09.03.2026,,H001,WH INFORMA CIKUPA
260101H036,WINGBOX,2599000,0,0,0,0,500000,3099000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,27,0,30.01.2026,02.01.2026,04.01.2026,06.01.2026,07.01.2026,13.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H042,CONT-20,11300000,0,0,0,0,0,11300000,H001 - WH INFORMA CIKUPA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,21.01.2026,19.02.2026,20.02.2026,25.02.2026,25.02.2026,,H001,WH INFORMA CIKUPA
260101H043,WINGBOX,17800000,0,0,0,0,1000000,18800000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,02.02.2026,02.01.2026,06.01.2026,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
260101H043,WINGBOX,17800000,0,0,0,0,1000000,18800000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,02.02.2026,02.01.2026,06.01.2026,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
260101H045,WINGBOX,17750000,0,0,0,0,0,17750000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,30,0,02.02.2026,02.01.2026,08.01.2026,13.01.2026,13.01.2026,20.01.2026,20.01.2026,,H014,WH INFORMA JABABEKA
260101H047,WINGBOX,6700000,0,0,0,0,400000,7100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,31.01.2026,02.01.2026,,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
260101H047,WINGBOX,6700000,0,0,0,0,400000,7100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,28,0,31.01.2026,02.01.2026,,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
260101H048,WINGBOX,4294000,0,0,0,0,500000,4794000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,05.01.2026,06.01.2026,07.01.2026,13.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H049,CDD LONG CHASSIS,2850000,0,0,0,0,0,2850000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,05.01.2026,13.01.2026,13.01.2026,20.01.2026,20.01.2026,,H014,WH INFORMA JABABEKA
260101H050,WINGBOX,4825000,0,0,0,0,1000000,5825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,06.01.2026,07.01.2026,12.01.2026,12.01.2026,,H014,WH INFORMA JABABEKA
260101H051,WINGBOX,4825000,0,0,0,0,1000000,5825000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,05.01.2026,05.01.2026,06.01.2026,06.01.2026,,H014,WH INFORMA JABABEKA
260101H052,WINGBOX,3500000,0,0,0,0,0,3500000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,13.01.2026,13.01.2026,20.01.2026,20.01.2026,,H014,WH INFORMA JABABEKA
260101H053,WINGBOX,11500000,0,0,0,0,600000,12100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,13.01.2026,13.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
260101H053,WINGBOX,11500000,0,0,0,0,600000,12100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,13.01.2026,13.01.2026,19.01.2026,19.01.2026,,H014,WH INFORMA JABABEKA
260101H057,WINGBOX,2599000,0,0,0,0,0,2599000,H014 - WH INFORMA JABABEKA,PT. ARDYA PRIMA INTERNUSA,7,ON SCHEDULE,27,0,30.01.2026,02.01.2026,04.01.2026,12.01.2026,12.01.2026,12.01.2026,13.01.2026,,H014,WH INFORMA JABABEKA
260101H059,WINGBOX,4500000,0,0,0,0,1000000,5500000,H014 - WH INFORMA JABABEKA,PT. CEHA LOGISTIK CEMERLANG,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,05.01.2026,05.01.2026,06.01.2026,06.01.2026,,H014,WH INFORMA JABABEKA
260101H060,WINGBOX,11500000,0,0,0,0,600000,12100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,12.01.2026,12.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260101H060,WINGBOX,11500000,0,0,0,0,600000,12100000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,12.01.2026,12.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260101H061,CDD LONG CHASSIS,2200000,0,0,0,0,0,2200000,H014 - WH INFORMA JABABEKA,PT. AGUNG MAKMUR JAYA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,05.01.2026,05.01.2026,05.01.2026,12.01.2026,20.01.2026,,H014,WH INFORMA JABABEKA
260101H062,WINGBOX,5175000,0,0,0,0,600000,5775000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,12.01.2026,13.01.2026,19.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260101H062,WINGBOX,5175000,0,0,0,0,600000,5775000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,12.01.2026,13.01.2026,19.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260101H063,CDD LONG CHASSIS,12500000,0,0,0,0,1000000,13500000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,01.02.2026,01.01.2026,06.01.2026,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H001,WH INFORMA CIKUPA
260101H063,CDD LONG CHASSIS,12500000,0,0,0,0,1000000,13500000,H001 - WH INFORMA CIKUPA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,01.02.2026,01.01.2026,06.01.2026,12.01.2026,12.01.2026,19.01.2026,19.01.2026,,H001,WH INFORMA CIKUPA
260101H065,CDD LONG CHASSIS,3900000,0,0,0,0,400000,4300000,H001 - WH INFORMA CIKUPA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,13.01.2026,14.01.2026,14.01.2026,15.01.2026,,H001,WH INFORMA CIKUPA
260101H067,CDD LONG CHASSIS,3900000,0,0,0,0,400000,4300000,H001 - WH INFORMA CIKUPA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,13.01.2026,14.01.2026,14.01.2026,15.01.2026,,H001,WH INFORMA CIKUPA
260101H068,CDD LONG CHASSIS,3600000,0,0,0,0,750000,4350000,H014 - WH INFORMA JABABEKA,PT. CAKRA DEWA LOGISTIC,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,09.01.2026,10.01.2026,12.01.2026,28.01.2026,,H014,WH INFORMA JABABEKA
260101H069,CDD LONG CHASSIS,3600000,0,0,0,0,400000,4000000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,30,0,01.02.2026,01.01.2026,05.01.2026,13.01.2026,14.01.2026,14.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260101H070,CDD LONG CHASSIS,3600000,0,0,0,0,400000,4000000,H014 - WH INFORMA JABABEKA,PT LOGISTIK CANGGIH INDONESIA,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,13.01.2026,14.01.2026,14.01.2026,15.01.2026,,H014,WH INFORMA JABABEKA
260101L001,CDD LONG CHASSIS,3800000,0,0,0,300000,0,4100000,H026 - WH INFORMA SIDOARJO,PT.DHANESWARA EXPRES,7,ON SCHEDULE,28,0,30.01.2026,01.01.2026,04.01.2026,13.01.2026,13.01.2026,19.01.2026,19.01.2026,,H026,WH INFORMA SIDOARJO
260101L002_H007,CDD LONG CHASSIS,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT.ADI SARANA ARMADA,1,LATE,0,176,02.01.2026,01.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
260101L003_H007,CDE LONG CHASSIS,0,0,0,0,0,0,0,H007 - WH INFORMA TANJUNG MORAWA,PT.ADI SARANA ARMADA,1,LATE,0,176,02.01.2026,01.01.2026,,,,,,,H007,WH INFORMA TANJUNG MORAWA
260101L003,CONT-20,10500000,0,0,0,0,750000,11250000,H014 - WH INFORMA JABABEKA,PT. TPIL LOGISTICS,7,ON SCHEDULE,42,0,14.02.2026,02.01.2026,23.01.2026,04.03.2026,04.03.2026,10.03.2026,13.03.2026,,H014,WH INFORMA JABABEKA
260101L003,CONT-20,10500000,0,0,0,0,750000,11250000,H014 - WH INFORMA JABABEKA,PT. TPIL LOGISTICS,7,ON SCHEDULE,42,0,14.02.2026,02.01.2026,23.01.2026,04.03.2026,04.03.2026,10.03.2026,13.03.2026,,H014,WH INFORMA JABABEKA
260101L004,CONT-20,10500000,0,0,0,0,750000,11250000,H014 - WH INFORMA JABABEKA,PT. TPIL LOGISTICS,7,ON SCHEDULE,42,0,14.02.2026,02.01.2026,17.01.2026,04.03.2026,04.03.2026,10.03.2026,13.03.2026,,H014,WH INFORMA JABABEKA
260101L004,CONT-20,10500000,0,0,0,0,750000,11250000,H014 - WH INFORMA JABABEKA,PT. TPIL LOGISTICS,7,ON SCHEDULE,42,0,14.02.2026,02.01.2026,17.01.2026,04.03.2026,04.03.2026,10.03.2026,13.03.2026,,H014,WH INFORMA JABABEKA
260101L009,CDD LONG CHASSIS,1400000,0,0,0,200000,0,1600000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,05.01.2026,22.01.2026,22.01.2026,23.01.2026,23.01.2026,,H014,WH INFORMA JABABEKA
260101L010,CDD LONG CHASSIS,2100000,0,0,0,300000,0,2400000,H014 - WH INFORMA JABABEKA,PT. BINTANG SAMUDRA RAYA,7,ON SCHEDULE,27,0,29.01.2026,01.01.2026,04.01.2026,22.01.2026,22.01.2026,23.01.2026,23.01.2026,,H014,WH INFORMA JABABEKA
260101L011,CDD LONG CHASSIS,8855000,0,0,0,500000,600000,9955000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,01.02.2026,01.01.2026,,12.01.2026,12.01.2026,22.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260101L020,CONT-20,11250000,350000,0,0,0,0,11600000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,43,0,15.02.2026,02.01.2026,02.02.2026,03.02.2026,03.02.2026,10.02.2026,12.02.2026,,H026,WH INFORMA SIDOARJO
260101L021,CONT-20,11250000,350000,0,0,0,0,11600000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,43,0,14.02.2026,01.01.2026,02.02.2026,03.02.2026,03.02.2026,10.02.2026,20.02.2026,,H026,WH INFORMA SIDOARJO
260101L022,CONT-20,11250000,350000,0,0,0,0,11600000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,43,0,14.02.2026,01.01.2026,02.02.2026,03.02.2026,03.02.2026,10.02.2026,12.02.2026,,H026,WH INFORMA SIDOARJO
260101L026,CDD LONG CHASSIS,13100000,0,0,0,500000,1000000,14600000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,02.02.2026,02.01.2026,09.01.2026,12.01.2026,13.01.2026,19.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260101L026,CDD LONG CHASSIS,13100000,0,0,0,500000,1000000,14600000,H014 - WH INFORMA JABABEKA,PT.ORANG KREATIF EKSIS,7,ON SCHEDULE,30,0,02.02.2026,02.01.2026,09.01.2026,12.01.2026,13.01.2026,19.01.2026,22.01.2026,,H014,WH INFORMA JABABEKA
260101T001,CONT-20,10500000,0,0,0,0,0,10500000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,40,0,12.02.2026,02.01.2026,03.02.2026,03.02.2026,03.02.2026,04.02.2026,04.02.2026,,H026,WH INFORMA SIDOARJO
260101T002,CONT-20,22000000,0,0,0,0,0,22000000,H026 - WH INFORMA SIDOARJO,PT. TPIL LOGISTICS,7,ON SCHEDULE,47,0,18.02.2026,01.01.2026,27.01.2026,02.03.2026,02.03.2026,09.03.2026,09.03.2026,,H026,WH INFORMA SIDOARJO
260101T003,CONT-20,12500000,0,0,0,0,1000000,13500000,H026 - WH INFORMA SIDOARJO,PT. SAHIH ARTA LOGISTIK,7,ON SCHEDULE,42,0,13.02.2026,01.01.2026,27.01.2026,06.03.2026,06.03.2026,09.03.2026,10.03.2026,,H026,WH INFORMA SIDOARJO
260101T004,WINGBOX,5650000,0,0,0,0,500000,6150000,H001 - WH INFORMA CIKUPA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,06.01.2026,06.01.2026,14.01.2026,15.01.2026,,H001,WH INFORMA CIKUPA
260101T004,CONT-20,10500000,0,0,0,0,0,10500000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,27.01.2026,28.01.2026,28.01.2026,02.02.2026,02.02.2026,,H026,WH INFORMA SIDOARJO
260101T005,CONT-40,13800000,0,0,0,0,0,13800000,H001 - WH INFORMA CIKUPA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,19.01.2026,19.02.2026,19.02.2026,26.02.2026,26.02.2026,,H001,WH INFORMA CIKUPA
260101T005,CONT-20,12500000,0,0,0,0,1000000,13500000,H026 - WH INFORMA SIDOARJO,PT. SAHIH ARTA LOGISTIK,7,ON SCHEDULE,42,0,13.02.2026,01.01.2026,27.01.2026,04.03.2026,04.03.2026,05.03.2026,05.03.2026,,H026,WH INFORMA SIDOARJO
260101T006,CONT-20,11500000,0,0,0,0,750000,12250000,H001 - WH INFORMA CIKUPA,PT. TPIL LOGISTICS,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,16.01.2026,04.03.2026,04.03.2026,10.03.2026,13.03.2026,,H001,WH INFORMA CIKUPA
260101T006,CONT-20,11500000,0,0,0,0,750000,12250000,H001 - WH INFORMA CIKUPA,PT. TPIL LOGISTICS,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,16.01.2026,04.03.2026,04.03.2026,10.03.2026,13.03.2026,,H001,WH INFORMA CIKUPA
260101T006,CONT-20,9700000,0,0,0,0,0,9700000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,18.02.2026,01.01.2026,27.01.2026,28.01.2026,28.01.2026,04.02.2026,04.02.2026,,H026,WH INFORMA SIDOARJO
260101T007,WINGBOX,5650000,500000,0,0,0,500000,6650000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,04.01.2026,22.01.2026,22.01.2026,27.01.2026,27.01.2026,,H014,WH INFORMA JABABEKA
260101T007,CONT-20,22000000,0,0,0,0,0,22000000,H026 - WH INFORMA SIDOARJO,PT. TPIL LOGISTICS,7,ON SCHEDULE,47,0,18.02.2026,01.01.2026,27.01.2026,30.01.2026,31.01.2026,09.03.2026,09.03.2026,,H026,WH INFORMA SIDOARJO
260101T008,WINGBOX,5650000,500000,0,0,0,500000,6650000,H014 - WH INFORMA JABABEKA,PT. DUTA MEDIA MANDIRI,7,ON SCHEDULE,29,0,01.02.2026,02.01.2026,05.01.2026,22.01.2026,22.01.2026,27.01.2026,27.01.2026,,H014,WH INFORMA JABABEKA
260101T008,CONT-20,22000000,0,0,0,0,0,22000000,H026 - WH INFORMA SIDOARJO,PT KEMASINDO CEPAT SURABAYA,7,ON SCHEDULE,47,0,19.02.2026,02.01.2026,26.01.2026,27.01.2026,27.01.2026,29.01.2026,29.01.2026,,H026,WH INFORMA SIDOARJO
260101T009,CONT-20,22000000,0,0,0,0,0,22000000,H026 - WH INFORMA SIDOARJO,PT. TPIL LOGISTICS,7,ON SCHEDULE,47,0,19.02.2026,02.01.2026,27.01.2026,30.01.2026,31.01.2026,09.03.2026,09.03.2026,,H026,WH INFORMA SIDOARJO
260101T010,CONT-20,17800000,350000,0,0,0,0,18150000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,17.02.2026,01.01.2026,02.02.2026,03.02.2026,03.02.2026,18.02.2026,18.02.2026,,H026,WH INFORMA SIDOARJO
260101T011,CONT-20,15100000,0,0,0,0,350000,15450000,H026 - WH INFORMA SIDOARJO,PT. WINARTA PUTRA SEJATI,7,ON SCHEDULE,46,0,17.02.2026,01.01.2026,23.01.2026,03.02.2026,03.02.2026,06.02.2026,06.02.2026,,H026,WH INFORMA SIDOARJO
260101T016,CONT-40,13800000,0,0,0,0,0,13800000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,13.01.2026,19.02.2026,19.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T017,CONT-40,13800000,0,0,0,0,0,13800000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,13.01.2026,19.02.2026,19.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T018,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,08.02.2026,01.01.2026,20.01.2026,30.03.2026,30.03.2026,02.04.2026,02.04.2026,,H014,WH INFORMA JABABEKA
260101T019,CONT-20,3900000,0,0,0,0,0,3900000,H014 - WH INFORMA JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T020,CONT-20,3900000,0,0,0,0,0,3900000,H014 - WH INFORMA JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T021,CONT-20,3900000,0,0,0,0,0,3900000,H014 - WH INFORMA JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T022,CONT-20,3900000,0,0,0,0,0,3900000,H014 - WH INFORMA JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T023,CONT-40,8150000,0,0,0,0,0,8150000,H001 - WH INFORMA CIKUPA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H001,WH INFORMA CIKUPA
260101T024,CONT-40,8150000,0,0,0,0,0,8150000,H001 - WH INFORMA CIKUPA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H001,WH INFORMA CIKUPA
260101T025,CONT-40,13800000,0,0,0,0,0,13800000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,16.01.2026,19.02.2026,19.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T026,CONT-40,13800000,0,0,0,0,0,13800000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,40,0,11.02.2026,01.01.2026,15.01.2026,19.02.2026,19.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T028,CONT-40,14200000,0,0,0,0,0,14200000,H014 - WH INFORMA JABABEKA,PT. SENTOSAPRIMA ABADI,7,ON SCHEDULE,37,0,09.02.2026,02.01.2026,15.01.2026,30.03.2026,30.03.2026,02.04.2026,02.04.2026,,H014,WH INFORMA JABABEKA
260101T030,CONT-20,3900000,0,0,0,0,0,3900000,H014 - WH INFORMA JABABEKA,PT. JATIM PETROLEUM TRANSPORT,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,05.02.2026,05.02.2026,26.02.2026,26.02.2026,,H014,WH INFORMA JABABEKA
260101T031,WINGBOX,6000000,0,0,0,0,0,6000000,H014 - WH INFORMA JABABEKA,PT.AMANAH TRANSMULIA MANDIRI LOGISTIK,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,05.01.2026,07.01.2026,07.01.2026,09.01.2026,09.01.2026,,H014,WH INFORMA JABABEKA
260101T032,WINGBOX,6250000,0,0,0,0,0,6250000,H001 - WH INFORMA CIKUPA,PT.AMANAH TRANSMULIA MANDIRI LOGISTIK,7,ON SCHEDULE,29,0,31.01.2026,01.01.2026,04.01.2026,07.01.2026,07.01.2026,09.01.2026,09.01.2026,,H001,WH INFORMA CIKUPA
